Title,Named-entity,Sentence
Angela Merkel,Olaf Scholz,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,the Christian Democratic Union,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,1blankname1,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,1namedata1,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Polenz2Laurenz Meyer3Volker,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Tauber7Annegret Kramp-Karrenbauer,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Bouffier2Christian,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Wulff3Ursula von der Leyen4Annette Schavan5Julia,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Rttgen7Armin Laschet8Thomas Strobl,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,April 2000,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,December 2018,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Annegret Kramp-Karrenbauer,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Gerhard Schrder,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,22,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,September 2002,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,November 2005,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Friedrich Merz successor3,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Wolfgang Gerhardt,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,CSU,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,Bundestag 1blankname5           ,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,1namedata5,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
Angela Merkel,1blankname4,term_start           22 November 2005 term_end             8 December 2021 predecessor          Gerhard Schrder successor            Olaf Scholz office1              Leader of the Christian Democratic Union 1blankname1           1namedata1           titleSee list1Ruprecht Polenz2Laurenz Meyer3Volker Kauder4Ronald Pofalla5Hermann Grhe6Peter Tauber7Annegret Kramp-Karrenbauer deputy2              titleSee list1Volker Bouffier2Christian Wulff3Ursula von der Leyen4Annette Schavan5Julia Klckner6Norbert Rttgen7Armin Laschet8Thomas Strobl term_start1          10 April 2000 term_end1            7 December 2018 predecessor2         Wolfgang Schuble successor2           Annegret Kramp-Karrenbauer office3              Leader of the Opposition chancellor3          Gerhard Schrder term_start3          22 September 2002 term_end3            22 November 2005 predecessor3         Friedrich Merz successor3           Wolfgang Gerhardt office4              Leader of the CDU/CDU/CSU group in the Bundestag 1blankname5           1namedata5           Volker KauderNorbert Rttgen 1blankname4          First Deputy 1namedata4           Michael Glos term_start4          22 September 2002
