Title,Named-entity,Frequency
Microsoft,"58,437",1
Microsoft,"14,569",1
Microsoft,"62,484 18,760",1
Microsoft,"86,113",1
Microsoft,"69,943",1
Microsoft,"121,271 94,000- 2013",1
Microsoft,"21,863",1
Microsoft,"142,431",1
Microsoft,"86,833 22,074",1
Microsoft,"172,384",1
Microsoft,"128,000-",1
Microsoft,"93,580",1
Microsoft,"174,472",1
Microsoft,2016,1
Microsoft,"193,468 114,000- 2017",1
Microsoft,"96,571 25,489",1
Microsoft,"250,312",1
Microsoft,"16,571",1
Microsoft,"258,848",1
Microsoft,"39,240",1
Microsoft,"286,556",1
Microsoft,"144,106",1
Microsoft,November 2018,1
Microsoft,480million,1
Microsoft,two-year,1
Microsoft,"more than 100,000",1
Microsoft,25,1
Microsoft,1st,1
Microsoft,Subsidiaries Microsoft,1
Microsoft,Microsoft Canada,1
Microsoft,1985,1
Microsoft,MSFT,3
Microsoft,2004,1
Microsoft,2003,1
Microsoft,Get the Facts,1
Microsoft,Accenture,1
Microsoft,the London Stock Exchange,1
Microsoft,five,2
Microsoft,Mark Penn,1
Microsoft,The New York Times,1
Microsoft,July 2014,1
Microsoft,"18,000",1
Microsoft,"127,104",1
Microsoft,"June 5, 2014",1
Microsoft,14 percent,1
Microsoft,"12,500",1
Microsoft,"5,800",1
Microsoft,2009,1
Microsoft,the Great Recession,1
Microsoft,20082017,1
Microsoft,the first six months in 2013,1
Microsoft,"between 15,000",1
Microsoft,"15,999",1
Microsoft,April 2016,1
Microsoft,the Fourth Amendment,1
Microsoft,"October 23, 2017",1
Microsoft,the United States Department of Justice,1
Microsoft,DoJ,2
Microsoft,Microsoft Systems Journal,1
Microsoft,MSDN,2
Microsoft,H-1B,1
Microsoft,H1B,2
Microsoft,12 weeks,1
Microsoft,2015,2
Microsoft,15 days,1
Microsoft,Greenpeace,2
Microsoft,ten,1
Microsoft,up to 2%,1
Microsoft,Phil Radford,1
Microsoft,the Leadership in Energy and Environmental Design,1
Microsoft,LEED,1
Microsoft,2008,1
Microsoft,Silicon Valley,1
Microsoft,approximately 15 percent,1
Microsoft,April 2005.In January 2021,1
Microsoft,Twitter,1
Microsoft,the Climate Neutral Data Centre Pact,1
Microsoft,2030,1
Microsoft,"February 26, 1986,",1
Microsoft,weeks,1
Microsoft,March 13,1
Microsoft,over 8million ft2,1
Microsoft,"30,00040,000",1
Microsoft,"October 26, 2015",1
Microsoft,Fifth Avenue,1
Microsoft,"22,270 square feet",1
Microsoft,the Surface Book and SurfacePro 4,1
Microsoft,Logo Microsoft,1
Microsoft,Scott Baker,2
Microsoft,1987,2
Microsoft,Baker,1
Microsoft,Helvetica,1
Microsoft,"August 23, 2012",2
Microsoft,Boston,1
Microsoft,360,1
Microsoft,Office Suites,1
Microsoft,1975).19751980,1
Microsoft,First Microsoft,1
Microsoft,1975File,1
Microsoft,1980).19801982,1
Microsoft,Second Microsoft,1
Microsoft,1980File,1
Microsoft,Microsoft Logo Historical.19821987,1
Microsoft,Third Microsoft,1
Microsoft,1982File,1
Microsoft,2012File,1
Microsoft,Fifth Microsoft,1
Microsoft,Finland,1
Microsoft,EuroBasket 2015,1
Microsoft,September 27,1
Microsoft,Gazoo Racing,1
Microsoft,Renault,1
Microsoft,2016-2020,1
Microsoft,Brad Smith,1
Microsoft,"15,000",1
Microsoft,Seattle,1
Microsoft,years,1
Microsoft,Irish,1
Microsoft,the Republic of Ireland,1
Microsoft,220 bn,1
Microsoft,the year 2020,1
Microsoft,Bermuda,1
Microsoft,Dame Margaret Hodge,1
Microsoft,UK,1
Microsoft,ProPublica,2
Microsoft,more than $39 billion,1
Microsoft,Puerto Rico,1
Microsoft,nearly 0%,1
Microsoft,the Internal Revenue Service,1
Microsoft,Congress,1
Microsoft,EEE,1
Microsoft,NSA,1
Microsoft,two,1
Microsoft,monthly,1
Microsoft,Microsoft Corporation List,1
Microsoft,Microsoft Microsoft,1
Microsoft,US,1
