Title,Named-entity,Frequency
Angela Merkel,November 2015,1
Angela Merkel,two years,1
Angela Merkel,October 2016,1
Angela Merkel,Mali,1
Angela Merkel,Niger,1
Angela Merkel,AfD,1
Angela Merkel,12%,1
Angela Merkel,thousands,1
Angela Merkel,March 2018,1
Angela Merkel,Interior,1
Angela Merkel,June 2018,2
Angela Merkel,Seehofer,4
Angela Merkel,1 July,1
Angela Merkel,1 July 2018,1
Angela Merkel,monthly,1
Angela Merkel,COVID-19,1
Angela Merkel,6 April 2020,1
Angela Merkel,Griechenland-Drama,1
Angela Merkel,Merkles,1
Angela Merkel,Greek,1
Angela Merkel,orf.at,1
Angela Merkel,12 December,1
Angela Merkel,George W. Bush,3
Angela Merkel,Angela Merkel.jpg,1
Angela Merkel,Bush,1
Angela Merkel,US,10
Angela Merkel,Prairie Chapel Ranch,1
Angela Merkel,2007,4
Angela Merkel,Angela Merkel Barack Obama,1
Angela Merkel,2015-02-09.jpg,1
Angela Merkel,alt2,1
Angela Merkel,Obama,1
Angela Merkel,Barack Obama,3
Angela Merkel,the Oval Office,4
Angela Merkel,Donald Trump,3
Angela Merkel,March 2017,1
Angela Merkel,2).jpg,1
Angela Merkel,Trump,1
Angela Merkel,Joe Biden,2
Angela Merkel,the Oval Office.jpg,1
Angela Merkel,Biden,1
Angela Merkel,Stephen Harper,1
Angela Merkel,G20,2
Angela Merkel,the first in 2008,1
Angela Merkel,fifteen,1
Angela Merkel,twelfth,1
Angela Merkel,United StatesOne,1
Angela Merkel,the Transatlantic Economic Council,1
Angela Merkel,30 April 2007,1
Angela Merkel,the White House,1
Angela Merkel,Donald Trump Merkel,1
Angela Merkel,America,1
Angela Merkel,the United States,5
Angela Merkel,the G7 Summit,1
Angela Merkel,the NATO Summit,1
Angela Merkel,Brussels,1
Angela Merkel,28 May 2017,1
Angela Merkel,25,1
Angela Merkel,September 2007,1
Angela Merkel,14th,1
Angela Merkel,China,5
Angela Merkel,Justice,1
Angela Merkel,Brigitte Zypries,1
Angela Merkel,2014,8
Angela Merkel,The same year,1
Angela Merkel,March,1
Angela Merkel,Xi Jinping,1
Angela Merkel,Chinese,2
Angela Merkel,Nobel Peace Prize,1
Angela Merkel,Liu Xiaobo,1
Angela Merkel,Liu,1
Angela Merkel,July 2019,1
Angela Merkel,UN,1
Angela Merkel,UNHRC,1
Angela Merkel,Uyghurs,1
Angela Merkel,Xinjiang,1
Angela Merkel,2006,3
Angela Merkel,June 2017,1
Angela Merkel,Russia,2
Angela Merkel,EURussia,1
Angela Merkel,Nord Stream 2,1
Angela Merkel,U.S.,1
Angela Merkel,16 June,1
Angela Merkel,Ukraine,3
Angela Merkel,December 2012,1
Angela Merkel,Israel,1
Angela Merkel,Israeli,1
Angela Merkel,Benjamin Netanyahu,1
Angela Merkel,9 July,1
Angela Merkel,post-war Flight,1
Angela Merkel,1944expulsion,1
Angela Merkel,Central and,1
Angela Merkel,Eastern European,1
Angela Merkel,Hypo Real Estate,1
